IBM Db2 Interactive CLI Sample Program
(C) COPYRIGHT International Business Machines Corp. 1993,1996
All Rights Reserved
Licensed Materials - Property of IBM
US Government Users Restricted Rights - Use, duplication or
disclosure restricted by GSA ADP Schedule Contract with IBM Corp.
> SELECT NAME, PARENT, CHILD, WHERECLAUSE, CARDINALITY, DBJOINREQUIRED, REMARKS, MAXRELATIONSHIPID FROM MAXRELATIONSHIP;
  SOLUTION, PLUSGRCFARESULTS, SOLUTION, solution =:solution, -, -, Relationship to the Solution table, used to find the solution for a RCFA Result record. (Solution.solution = Plusgrcfaresults.solution). This resulting set will contain zero or one object., 96559
  SOLUTION, PLUSGSOLUTIONLST, SOLUTION, solution =:solution, -, -, Relationship between the Solution and Solution List table. (Solution.solution = Plusgsolutionlst.solution). This resulting set will contain zero or more objects., 96560
  PLUSGSOLUTION_LIST, CLASSSTRUCTURE, SOLUTION, classstructureid in (select classstructureid from classancestor where ancestor=:classstructureid) and status in (select value from synonymdomain where domainid='SOLUTIONSTATUS' and maxvalue='ACTIVE') and plusgislesslearned =:no, -, -, Relationship to the solution table, used to find the solution records that are not lessons learned for a given classstructure. (classstructure.classstructureid in (select classstructureid from classancestor where ancestor = classstructure.classstructureid). The resulting set will contain zero or more objects., 96561
  PLUSGSOLUTION_LESSONLEARNED, CLASSSTRUCTURE, SOLUTION, classstructureid in (select classstructureid from classancestor where ancestor=:classstructureid) and status in (select value from synonymdomain where domainid='SOLUTIONSTATUS' and maxvalue IN ('DRAFT', 'ACTIVE')) and plusgislesslearned =:yes, -, -, Relationship to the solution table, used to find the solution records that are lessons learned for a given classstructure. (classstructure.classstructureid in (select classstructureid from classancestor where ancestor = classstructure.classstructureid). The resulting set will contain zero or more objects., 96562
  PLUSGSOLUTIONLST, SOLUTION, PLUSGSOLUTIONLST, solution =:solution, -, -, Relationship between the Solution List and Solution table.(Plusgsolutionlst.solution = Solution.solution). This resulting set will contain zero or more objects., 96563
  TICKET, PLUSGSOLUTIONLST, TICKET, ticketid = :ticketid and class = 'PROBLEM', -, -, Relationship between the Solution List and Ticket table (Ticket.ticketid = Plusgsolutionlst.ticketid). This resulting set will contain zero or more objects., 96564
  ORGANIZATION, PLUSGBENEFIT, ORGANIZATION, orgid = :orgid, -, -, -, 96565
  SITE, PLUSGBENEFIT, SITE, siteid = :siteid, -, -, -, 96566
  ESTBENUNITS, PLUSGBENEFIT, MEASUREUNIT, measureunitid = :estbenunits, -, -, -, 96567
  BENUNITS, PLUSGBENEFIT, MEASUREUNIT, measureunitid = :benunits, -, -, -, 96568
  PRICEUNITS, PLUSGBENEFIT, MEASUREUNIT, measureunitid = :priceunits, -, -, -, 96569
  CALCBENUNITS, PLUSGBENEFIT, MEASUREUNIT, measureunitid = :calcbenunits, -, -, -, 96570
  PERIODUNITS, PLUSGBENEFIT, MEASUREUNIT, measureunitid = :periodunits, -, -, -, 96571
  METER, PLUSGBENEFIT, METER, metername = :relmeter, -, -, -, 96572
  MEASUREPOINT, PLUSGBENEFIT, MEASUREPOINT, pointnum = :relmeaspoint, -, -, -, 96573
  ASSET, PLUSGBENEFIT, ASSET, assetuid = :assetuid, -, -, -, 96574
  LOCATIONS, PLUSGBENEFIT, LOCATIONS, locationsid = :locationsid, -, -, -, 96575
  LOSSUNITS, PLUSGBENEFIT, MEASUREUNIT, measureunitid = :lossunits, -, -, -, 96576
  DOCLINKS, PLUSGBENEFIT, DOCLINKS, ownertable = 'PLUSGBENEFIT' and ownerid = :plusgbenefitid, -, -, -, 96577
  KPIMAIN, PLUSGBENEFIT, KPIMAIN, kpiname = :relatedkpi, -, -, -, 96578
  STATUSDESC, PLUSGBENEFIT, SYNONYMDOMAIN, domainid='PLUSGBENSTATUS' and value=:status, -, -, -, 96579
  WORKLOG, PLUSGBENEFIT, WORKLOG, recordkey = :bennum and class = 'IMPACT' and ((:orgid is null or :orgid = '') or (orgid = :orgid and ((:siteid is null or :siteid = '') or siteid = :siteid))), -, -, -, 96580
  RELATEDRECTK, PLUSGRELATEDREC, TICKET, ticketid=:relatedreckey and class=:relatedrecclass, -, -, -, 96581
  RELATEDRECWO, PLUSGRELATEDREC, WORKORDER, wonum=:relatedreckey and woclass=:relatedrecclass and siteid=:relatedrecsiteid, -, -, -, 96582
  PLUSGBENCHSTATUS, PLUSGBENEFIT, PLUSGBENCHSTATUS, -, -, -, -, 96583
  PLUSGBENSTATUSDM, PLUSGBENEFIT, PLUSGBENSTATUSDM, -, -, -, -, 96584
  RELATEDTICKET, PLUSGBENEFIT, PLUSGRELATEDREC, recordkey = :plusgbenefitid and class = 'PLUSGBENEFIT' and relatedrecclass in (select value from synonymdomain where domainid = 'TKCLASS'), -, -, -, 96585
  RELATEDWO, PLUSGBENEFIT, PLUSGRELATEDREC, recordkey = :plusgbenefitid and class = 'PLUSGBENEFIT' and relatedrecclass in (select value from synonymdomain where domainid = 'WOCLASS'), -, -, -, 96586
  COMMLOG, PLUSGBENEFIT, COMMLOG, ownerid=:plusgbenefitid and ownertable='PLUSGBENEFIT' , -, -, -, 96587
  MODIFYWORKLOG, PLUSGBENEFIT, WORKLOG, recordkey = :bennum and class = 'IMPACT' and ((:orgid is null or :orgid = '') or (orgid = :orgid and ((:siteid is null or :siteid = '') or siteid = :siteid))), -, -, -, 96588
  PLUSGBENEFIT, WORKORDER, PLUSGBENEFIT, bennum = :plusgbennum and ((orgid=:orgid and siteid=:siteid) or (orgid=:orgid and siteid is null) or (orgid is null and siteid is null)), -, -, Relationship used to find the loss record associated with a workorder., 96589
  PLUSGBENEFIT, LOCATIONS, PLUSGBENEFIT, bennum = :plusgbennum and ((orgid=:orgid and siteid=:siteid) or (orgid=:orgid and siteid is null) or (orgid is null and siteid is null)), -, -, Relationship used to find the loss record associated with a location., 96590
  PLUSGBENEFIT, TICKET, PLUSGBENEFIT, plusgbenefitid = :plusgbenefitid, -, -, Relationship used to find the benefit record associated with a ticket., 96591
  PLUSGASSETREG, PLUSGREGULATION, PLUSGASSETREG, plusgregulationid = :plusgregulationid, -, -, Relationship used to find which assets use this regulation., 96592
  PLUSGLOCREG, PLUSGREGULATION, PLUSGLOCREG, plusgregulationid = :plusgregulationid, -, -, Relationship used to find which locations use this regulation., 96593
  PLUSGJOBPLANREG, PLUSGREGULATION, PLUSGJOBPLANREG, plusgregulationid = :plusgregulationid, -, -, Relationship used to find which job plans use this regulation., 96594
  ASSET, PLUSGASSETREG, ASSET, assetnum = :assetnum and orgid = :orgid and siteid = :siteid, -, -, Relationship used to find the asset for this record., 96595
  LOCATIONS, PLUSGLOCREG, LOCATIONS, location = :location and orgid = :orgid and siteid = :siteid, -, -, Relationship used to find the location for this record., 96596
  STARTASSETFEATURE, ASSETFEATURE, ASSETFEATURE, assetfeatureid =:startassetfeatureid, UNDEFINED, 0, Relationship to the assetfeature table, used to find the assetfeature record using to locate the start of this assetfeature (assetfeature.asseetfeatureid=assetfeature.startassetfeatureid) The resulting set will contain one object., 95513
  ENDASSETFEATURE, ASSETFEATURE, ASSETFEATURE, assetfeatureid =:endassetfeatureid, UNDEFINED, 0, Relationship to the assetfeature table, used to find the assetfeature record using to locate the end of this assetfeature (assetfeature.asseetfeatureid=assetfeature.endassetfeatureid) The resulting set will contain one object., 95514
  LINEARRELATED, WORKORDER, MULTIASSETLOCCI, recordkey=:wonum and recordclass=:woclass and worksiteid=:siteid and isprimary=1, SINGLE, 0, A copy of WOPrimaryAsset created especially for the LinearDetailsRelated include section in Library.xml.  It will return the primary AssetLocCI record for the Work Order: one or zero records., 95532
  LINEARRELATED, TICKET, MULTIASSETLOCCI, recordkey=:ticketid and recordclass=:class and isprimary=1, UNDEFINED, 0, A copy of TicketPrimaryAsset created especially for the LinearDetailsRelated include section in Library.xml.  It will return the primary AssetLocCI record for the Ticket : one or zero records., 95533
  DMREPORTLOOKUP, REPORT, REPORTLOOKUP, reportname=:reportname and appname=:appname, MULTIPLE, 0, all reportlookup records for a report, 95534
  FEATURES, RELATION, FEATURES, relationid=:relationid, UNDEFINED, 0, Relationship to the Features table , used to find Features record for a given relation.(Relation.relationid= Features.relationid). The resulting set will contain zero or one object., 95535
  DMPERSONORG, PERSON, ORGANIZATION, orgid=:locationorg and active = :yes, UNDEFINED, 0, active organization for person, 95536
  RELATIONFEATURES, RELATION, FEATURES, feature=:relationnum, UNDEFINED, 0, Relationship to the Features table , used to find Features record for a given relation.(Relation.relationnum= Features.feature). The resulting set will contain zero or one object., 95537
  MAXGROUP_SEC, REPORTDIALOGDET, MAXGROUP, 1=1, UNDEFINED, 0, Relationship ised in setting report security, 95538
  STARTASSETFEATURE, WOLINEARSEARCH, ASSETFEATURE, assetfeatureid =:startassetfeatureid, UNDEFINED, 0, Relationship to the assetfeature table, used to find the assetfeature record being used by this WOLINEARSEARCH object to filter PMs, SRs or Work Orders by the Start Feature Label (assetfeature.asseetfeatureid=wolinearsearch.startassetfeatureid) The resulting set will contain one object., 95539
  ENDASSETFEATURE, WOLINEARSEARCH, ASSETFEATURE, assetfeatureid =:endassetfeatureid, UNDEFINED, 0, Relationship to the assetfeature table, used to find the assetfeature record being used by this WOLINEARSEARCH object to filter PMs, SRs or Work Orders by the End Feature Label (assetfeature.asseetfeatureid=wolinearsearch.endassetfeatureid) The resulting set will contain one object., 95540
  DMMAXIFINVOKELD, MAXIFACEINVOKE, LONGDESCRIPTION, ldkey=:maxifaceinvokeid and ldownertable = 'MAXIFACEINVOKE', UNDEFINED, 0, long description record for maxifaceinvoke, 95541
  TARGETLINEARASSET, ASSETLOCRELATION, ASSET, assetnum=:targetassetnum and siteid=:siteid, UNDEFINED, 0, Relationship to the Asset table, used to find this AssetLocRelation's linear Asset. (assetlocrelation.targetassetnum=asset.assetnum and assetlocrelation.siteid=asset.siteid). The resulting set will contain one object., 95542
  SOURCELINEARASSET, ASSETLOCRELATION, ASSET, assetnum=:sourceassetnum and siteid=:siteid, UNDEFINED, 0, Relationship to the Asset table, used to find this AssetLocRelation's linear Asset. (assetlocrelation.sourceassetnum=asset.assetnum and assetlocrelation.siteid=asset.siteid). The resulting set will contain one object., 95543
  COMMCI, COMMODITIES, CI, service = :commodity, UNDEFINED, 0, Relatinship to the CI table, 95544
  COMMGRPCI, COMMODITIES, CI, servicegroup = :commodity, UNDEFINED, 0, Relatinship to the CI table, 95545
  LINEARASSET, WOLINEARSEARCH, ASSET, assetnum=:assetnum and siteid=:assetlocsiteid, UNDEFINED, 0, Relationship to the Asset table, used to find the asset for this WOLINEARSEARCH object. (asset.assetnum=wolinearsearch.assetnum and asset.siteid=wolinearsearch.assetlocsiteid). The resulting set will contain one object., 95550
  VIEWCONTINPUT, WARRANTYASSET, VIEWCONTINPUT, -, UNDEFINED, 0, Relationship to the non-persistent ViewContInput table. (No where clause). The resulting set will contain zero objects. Note: This relationship is used only for the Asset application, displays all contracts that cover this asset and its parents., 95551
  DRILLDOWN, WOLINEARSEARCH, DRILLDOWN, -, UNDEFINED, 0, Relationship from the WOLINEARSEARCH to the non-persistent DrillDown table. (No where clause). The resulting set will contain zero objects. This relationship is used when the DrillDown page is launched from a location or asset field., 95552
  DMOBJAUDIT, MAXOBJECTCFG, MAXTABLECFG, eaudittbname = :objectname, UNDEFINED, 0, object is an eaudit table or not, 95553
  SHOWALLTASKRELATION, TICKET, WOTASKRELATION, wonum in (select wonum from woancestor where ancestor = :woactivity.wogroup and siteid=:siteid), UNDEFINED, 0, Relationship to the ShowAllTaskRelationSet used by UI for display. This is a special MboSet used for displaying all predessor tasks related to the entire work hierarchy under a given workorder., 95554
  DMPARAMETER, CRONTASKINSTANCE, CRONTASKPARAM, crontaskname=:crontaskname and instancename=:instancename, UNDEFINED, 0, parameters for an instance, 95555
  QUALIFICATION, LABORCERTHIST, QUALIFICATION, qualificationid=:qualificationid and orgid=:orgid, UNDEFINED, 0, Relationship to the qualification table. (qualification.qualificationid=laborcerthist.qualificationid AND qualification.orgid=laborcerthist.orgid).  This relationship will return 0 or more objects., 95556
  NEWRELATION, ASSETLOCRELATION, ASSETLOCRELATION, sourceassetnum=:sourceassetnum and assetrelationnum=:assetrelationnum and targetassetnum=:targetassetnum, UNDEFINED, 0, new assetlocrelationship, 95557
  CRAFT, LABTRANS, CRAFT, craft = :craft and orgid = :orgid, UNDEFINED, 0, Relationship from Labtrans to Craft, 95649
  CONDITION, MAXDOMVALCOND, CONDITION, conditionnum = :conditionnum, UNDEFINED, 0, Relationship from MAXDOMVALCOND to CONDITION, 95650
  MAXOBJECT, MAXDOMVALCOND, MAXOBJECT, objectname = :objectname, UNDEFINED, 0, Relationship from MAXDOMVALCOND to MAXOBJECT, 95651
  MAXDOMVALCOND, ALNDOMAIN, MAXDOMVALCOND, domainid = :domainid and valueid = :valueid, UNDEFINED, 0, Relationship from ALNDOMAIN to MAXDOMVALCOND, 95652
  MAXDOMVALCOND, NUMERICDOMAIN, MAXDOMVALCOND, domainid = :domainid and valueid = :valueid, UNDEFINED, 0, Relationship from NUMERICDOMAIN to MAXDOMVALCOND, 95653
  MAXDOMVALCOND, SYNONYMDOMAIN, MAXDOMVALCOND, domainid = :domainid and valueid = :valueid, UNDEFINED, 0, Relationship from SYNONYMDOMAIN to MAXDOMVALCOND, 95654
  DMCOMPJOBNODELETE, DMPACKAGEDEF, DMCOMPJOB, pkgdefname = :pkgdefname and source = :source and status not in (select value from synonymdomain where domainid='DMCOMPJOBSTATUS' and maxvalue = 'DELETE'), -, -, Show everything but the deleted jobs., 96119
  INVOICELINE, POLINE, INVOICELINE, ponum=:ponum and positeid=:siteid and polinenum=:polinenum, -, -, Relationship to the InvoiceLine table, used to find all invoice line records for a given purchase order line. (invoiceline.ponum = poline.ponum and invoiceline.siteid = poline.siteid and  invoiceline.polinenum = poline.polinenum). The resulting set will contain zero or more objects., 96120
  INVOICELINE, PO, INVOICELINE, ponum=:ponum and positeid=:siteid, -, -, Relationship to the InvoiceLine table, used to find all invoice line records for a given purchase order. (invoiceline.ponum = po.ponum and invoiceline.positeid = po.siteid). The resulting set will contain zero or more objects., 96121
  RFQLINE, PO, RFQLINE, ponum=:ponum and siteid=:siteid, -, -, Relationship to the RFQLine table, used to find all rfq line records for a given purchase. (rfqline.siteid = po.siteid and  rfqline.ponum = po.ponum). The resulting set will contain zero or more objects., 96122
  CONTRACTREFLINE, PO, CONTRACTLINE, contractlineid in (select contreflineid from poline where ponum=:ponum and siteid=:siteid), -, -, Relationship to the CONTRACTLINE table, used to find all contract line records for a given purchase. (contractlineid in (select contreflineid from poline where ponum=po.ponum and siteid=po.siteid)). The resulting set will contain zero or more objects., 96123
  INVOICETRANS, POLINE, INVOICETRANS, invoicelinenum in (select invoicelinenum from invoiceline where ponum=:ponum and polinenum=:polinenum) and invoicenum in (select invoicenum from invoiceline where ponum=:ponum and polinenum=:polinenum) and siteid in (select siteid from invoiceline where ponum=:ponum and polinenum=:polinenum), -, -, Relationship to the INVOICETRANS line table, used to find all INVOICETRANS line records for a given purchase order line. (polinenum in (select polinenum from prline where ponum=prline.ponum and siteid=prline.siteid and polinenum=prline.polinenum) and positeid=prline.siteid). The resulting set will contain zero or more objects., 96124
  INVOICETRANS, PO, INVOICETRANS, invoicenum in (select invoicenum from invoiceline where ponum=:ponum and positeid=:siteid) and siteid in (select siteid from invoiceline where ponum=:ponum and positeid=:siteid), -, -, Relationship to the INVOICETRANS line table, used to find all INVOICETRANS line records for a given purchase order. (polinenum in (select polinenum from prline where prnum=prline.prnum and siteid=prline.siteid) and positeid = pr.siteid). The resulting set will contain zero or more objects., 96125
  POLINE, PRLINE, POLINE, ponum in (select ponum from prline where ponum=:ponum and siteid=:siteid and polinenum=:polinenum and positeid=poline.siteid) and polinenum in (select polinenum from prline where ponum=:ponum and siteid=:siteid and polinenum=:polinenum  and positeid=poline.siteid), -, -, Relationship to the PO line table, used to find all PO line records for a given purchase requisition line. (polineid in (select polineid from prline where ponum=poline.ponum and siteid=poline.siteid and polinenum=poline.polinenum)). The resulting set will contain zero or more objects., 96126
  POLINE, PR, POLINE, ponum in (select ponum from prline where prnum=:prnum and siteid=:siteid and positeid=poline.siteid) and polinenum in (select polinenum from prline where prnum=:prnum and siteid=:siteid and positeid=poline.siteid and porevisionnum=poline.revisionnum), -, -, Relationship to the PO line table, used to find all PO line records for a given purchase requisition. (polineid in (select polineid from prline where prnum=pr.prnum and siteid=pr.siteid. The resulting set will contain zero or more objects., 96127
  RFQLINE, PRLINE, RFQLINE, rfqlineid=:rfqlineid, -, -, Relationship to the RFQ line table, used to find all RFQ line records for a given purchase requisition line. (polineid in (select polineid from prline where ponum=poline.ponum and siteid=poline.siteid and polinenum=poline.polinenum)). The resulting set will contain zero or more objects., 96128
